Stock 1,Stock 2,Correlation of Stock
AFX_stocks.csv,PAH3_stocks.csv,0.828042703846639
AFX_stocks.csv,PUM_stocks.csv,0.7423174794484424
AFX_stocks.csv,SAP_stocks.csv,-0.013838799119647386
AFX_stocks.csv,SIE_stocks.csv,0.4353121143482838
AFX_stocks.csv,S92_stocks.csv,-0.03429566518877627
AFX_stocks.csv,VOW3_stocks.csv,0.7174432642042223
AFX_stocks.csv,AMD_stocks.csv,0.46605793633884773
AFX_stocks.csv,CAT_stocks.csv,0.23980337166180124
AFX_stocks.csv,DB_stocks.csv,0.5725651235486974
AFX_stocks.csv,INTC_stocks.csv,0.16499663213411045
AFX_stocks.csv,MA_stocks.csv,0.26876364413728115
AFX_stocks.csv,MBG_stocks.csv,0.37256143362568817
AFX_stocks.csv,NKE_stocks.csv,0.8569421933072452
AFX_stocks.csv,NVDA_stocks.csv,0.01979722785179527
AFX_stocks.csv,ORCL_stocks.csv,0.1994401002779385
AFX_stocks.csv,CRM_stocks.csv,0.5285696247389312
AFX_stocks.csv,BA_stocks.csv,0.2052090350052425
AFX_stocks.csv,KO_stocks.csv,0.2420214425370162
AFX_stocks.csv,DIS_stocks.csv,0.6188237041487366
AFX_stocks.csv,UUPS_stocks.csv,0.6714163843838998
AFX_stocks.csv,V_stocks.csv,0.3245381948770572
CON_stocks.csv,LHA_stocks.csv,0.48583404353298326
CON_stocks.csv,DHL_stocks.csv,0.5088039198829944
CON_stocks.csv,MBG_stocks.csv,0.07017084688169496
CON_stocks.csv,NDX1_stocks.csv,0.7264149814817312
CON_stocks.csv,PAH3_stocks.csv,0.4252153469639549
CON_stocks.csv,PUM_stocks.csv,0.7833492767155534
CON_stocks.csv,SAP_stocks.csv,0.26260005717998114
CON_stocks.csv,SIE_stocks.csv,0.0943582968929411
CON_stocks.csv,S92_stocks.csv,-0.22611262450410985
CON_stocks.csv,VOW3_stocks.csv,0.6406132395455473
CON_stocks.csv,AMD_stocks.csv,0.06061314007411522
CON_stocks.csv,CAT_stocks.csv,-0.14190732366703113
CON_stocks.csv,DB_stocks.csv,0.3516605194617128
CON_stocks.csv,INTC_stocks.csv,0.7272718872057323
CON_stocks.csv,MA_stocks.csv,0.06906746491660734
CON_stocks.csv,MBG_stocks.csv,0.6761973866866762
CON_stocks.csv,NKE_stocks.csv,0.5697600306314698
CON_stocks.csv,NVDA_stocks.csv,-0.2537361034442534
CON_stocks.csv,ORCL_stocks.csv,-0.23618520451843822
CON_stocks.csv,CRM_stocks.csv,0.6389234663419334
CON_stocks.csv,BA_stocks.csv,0.5721679830760257
CON_stocks.csv,KO_stocks.csv,-0.44177961956078654
CON_stocks.csv,DIS_stocks.csv,0.8786422164539806
CON_stocks.csv,UUPS_stocks.csv,0.026863200752820778
CON_stocks.csv,V_stocks.csv,0.109546745264342
LHA_stocks.csv,DHL_stocks.csv,-0.17143273131347797
LHA_stocks.csv,MBG_stocks.csv,-0.23690472512785438
LHA_stocks.csv,NDX1_stocks.csv,0.27283518819933394
LHA_stocks.csv,PAH3_stocks.csv,-0.14692561131030338
LHA_stocks.csv,PUM_stocks.csv,0.001689823343386063
LHA_stocks.csv,SAP_stocks.csv,0.20874228848156687
LHA_stocks.csv,SIE_stocks.csv,-0.07823951954787617
LHA_stocks.csv,S92_stocks.csv,0.013860567566648465
LHA_stocks.csv,VOW3_stocks.csv,0.21767499125849848
LHA_stocks.csv,AMD_stocks.csv,-0.5118888514077885
LHA_stocks.csv,CAT_stocks.csv,-0.2342242569382435
LHA_stocks.csv,DB_stocks.csv,-0.12343301309598487
LHA_stocks.csv,INTC_stocks.csv,0.41820809342813753
LHA_stocks.csv,MA_stocks.csv,-0.13002521230808015
LHA_stocks.csv,MBG_stocks.csv,0.02590181427803131
LHA_stocks.csv,NKE_stocks.csv,-0.17901785961770483
LHA_stocks.csv,NVDA_stocks.csv,-0.35000309937140367
LHA_stocks.csv,ORCL_stocks.csv,-0.3235425170732873
LHA_stocks.csv,CRM_stocks.csv,-0.13300635805232658
LHA_stocks.csv,BA_stocks.csv,0.7949542327046831
LHA_stocks.csv,KO_stocks.csv,-0.2884227282282198
LHA_stocks.csv,DIS_stocks.csv,0.28887639148170885
LHA_stocks.csv,UUPS_stocks.csv,-0.4629323774512226
LHA_stocks.csv,V_stocks.csv,-0.10461846372445398
DHL_stocks.csv,MBG_stocks.csv,0.7293626422860116
DHL_stocks.csv,NDX1_stocks.csv,0.5281358747105721
DHL_stocks.csv,PAH3_stocks.csv,0.7935000369352598
DHL_stocks.csv,PUM_stocks.csv,0.7597167078917322
DHL_stocks.csv,SAP_stocks.csv,0.33290252159575984
DHL_stocks.csv,SIE_stocks.csv,0.6964609530334944
DHL_stocks.csv,S92_stocks.csv,0.15143088532394933
DHL_stocks.csv,VOW3_stocks.csv,0.7933415572977109
DHL_stocks.csv,AMD_stocks.csv,0.6998495632873974
DHL_stocks.csv,CAT_stocks.csv,0.5002472387404383
DHL_stocks.csv,DB_stocks.csv,0.8017218671624559
DHL_stocks.csv,INTC_stocks.csv,0.15601908216868732
DHL_stocks.csv,MA_stocks.csv,0.6145833828522622
DHL_stocks.csv,MBG_stocks.csv,0.5654877431110226
DHL_stocks.csv,NKE_stocks.csv,0.8869936393058915
DHL_stocks.csv,NVDA_stocks.csv,0.3952680786440801
DHL_stocks.csv,ORCL_stocks.csv,0.5058976180848406
DHL_stocks.csv,CRM_stocks.csv,0.7542810654190281
DHL_stocks.csv,BA_stocks.csv,0.26726043899103563
DHL_stocks.csv,KO_stocks.csv,0.2672506916509354
DHL_stocks.csv,DIS_stocks.csv,0.579804076745346
DHL_stocks.csv,UUPS_stocks.csv,0.7651102728316715
DHL_stocks.csv,V_stocks.csv,0.6566632966321562
MBG_stocks.csv,NDX1_stocks.csv,0.3568830895698009
MBG_stocks.csv,PAH3_stocks.csv,0.5853624668573261
MBG_stocks.csv,PUM_stocks.csv,0.2521928385679533
MBG_stocks.csv,SAP_stocks.csv,0.15490402602698888
MBG_stocks.csv,SIE_stocks.csv,0.9000639580914548
MBG_stocks.csv,S92_stocks.csv,0.6353835658841298
MBG_stocks.csv,VOW3_stocks.csv,0.618385318659539
MBG_stocks.csv,AMD_stocks.csv,0.7164718910954965
MBG_stocks.csv,CAT_stocks.csv,0.879683850768735
MBG_stocks.csv,DB_stocks.csv,0.7529159998451814
MBG_stocks.csv,INTC_stocks.csv,-0.3680911230074002
MBG_stocks.csv,MA_stocks.csv,0.8255881058030139
MBG_stocks.csv,MBG_stocks.csv,0.13025899156331672
MBG_stocks.csv,NKE_stocks.csv,0.5861465760516187
MBG_stocks.csv,NVDA_stocks.csv,0.6871313215796059
MBG_stocks.csv,ORCL_stocks.csv,0.8221615024056455
MBG_stocks.csv,CRM_stocks.csv,0.39368022774964617
MBG_stocks.csv,BA_stocks.csv,0.15464042550748477
MBG_stocks.csv,KO_stocks.csv,0.6929636262255123
MBG_stocks.csv,DIS_stocks.csv,0.08899634124472439
MBG_stocks.csv,UUPS_stocks.csv,0.8288365860001652
MBG_stocks.csv,V_stocks.csv,0.8034107396464026
NDX1_stocks.csv,PAH3_stocks.csv,0.4977018404013286
NDX1_stocks.csv,PUM_stocks.csv,0.6173820721698571
NDX1_stocks.csv,SAP_stocks.csv,-0.01818540434848221
NDX1_stocks.csv,SIE_stocks.csv,0.352087434219685
NDX1_stocks.csv,S92_stocks.csv,0.10579669226700641
NDX1_stocks.csv,VOW3_stocks.csv,0.6354691666949954
NDX1_stocks.csv,AMD_stocks.csv,0.23018191573877667
NDX1_stocks.csv,CAT_stocks.csv,0.26108165224857977
NDX1_stocks.csv,DB_stocks.csv,0.5491011504784703
NDX1_stocks.csv,INTC_stocks.csv,0.4107907680099742
NDX1_stocks.csv,MA_stocks.csv,0.30731834789066836
NDX1_stocks.csv,MBG_stocks.csv,0.5252568098095995
NDX1_stocks.csv,NKE_stocks.csv,0.6480715007739245
NDX1_stocks.csv,NVDA_stocks.csv,-0.057719913241154434
NDX1_stocks.csv,ORCL_stocks.csv,-0.00357199053300723
NDX1_stocks.csv,CRM_stocks.csv,0.5047780702043934
NDX1_stocks.csv,BA_stocks.csv,0.39853122191878576
NDX1_stocks.csv,KO_stocks.csv,-0.1080926215201941
NDX1_stocks.csv,DIS_stocks.csv,0.770952156301913
NDX1_stocks.csv,UUPS_stocks.csv,0.323752263749396
NDX1_stocks.csv,V_stocks.csv,0.2859078539194134
PAH3_stocks.csv,PUM_stocks.csv,0.7183401212786422
PAH3_stocks.csv,SAP_stocks.csv,-0.07204137551882947
PAH3_stocks.csv,SIE_stocks.csv,0.4199731861201276
PAH3_stocks.csv,S92_stocks.csv,-0.12496000912312669
PAH3_stocks.csv,VOW3_stocks.csv,0.8571943609310704
PAH3_stocks.csv,AMD_stocks.csv,0.4610976338705098
PAH3_stocks.csv,CAT_stocks.csv,0.33057901320890953
PAH3_stocks.csv,DB_stocks.csv,0.6499540383851261
PAH3_stocks.csv,INTC_stocks.csv,0.260387639392603
PAH3_stocks.csv,MA_stocks.csv,0.39039258603446775
PAH3_stocks.csv,MBG_stocks.csv,0.2515087523984634
PAH3_stocks.csv,NKE_stocks.csv,0.7384816808687366
PAH3_stocks.csv,NVDA_stocks.csv,0.08021002640100501
PAH3_stocks.csv,ORCL_stocks.csv,0.2257463166026168
PAH3_stocks.csv,CRM_stocks.csv,0.46274609660523475
PAH3_stocks.csv,BA_stocks.csv,0.23015414846408888
PAH3_stocks.csv,KO_stocks.csv,0.3107909182527153
PAH3_stocks.csv,DIS_stocks.csv,0.6356107537035729
PAH3_stocks.csv,UUPS_stocks.csv,0.6823822341592285
PAH3_stocks.csv,V_stocks.csv,0.3992734124088528
PUM_stocks.csv,SAP_stocks.csv,0.17423409454758526
PUM_stocks.csv,SIE_stocks.csv,0.1989459930488658
PUM_stocks.csv,S92_stocks.csv,-0.34509971979637327
PUM_stocks.csv,VOW3_stocks.csv,0.6860420493620012
PUM_stocks.csv,AMD_stocks.csv,0.40662643750608485
PUM_stocks.csv,CAT_stocks.csv,-0.015246219433618915
PUM_stocks.csv,DB_stocks.csv,0.5466825919772125
PUM_stocks.csv,INTC_stocks.csv,0.6133300827062222
PUM_stocks.csv,MA_stocks.csv,0.16807148053728996
PUM_stocks.csv,MBG_stocks.csv,0.7082340223165646
PUM_stocks.csv,NKE_stocks.csv,0.8509139727165926
PUM_stocks.csv,NVDA_stocks.csv,-0.0865554341512391
PUM_stocks.csv,ORCL_stocks.csv,-0.039357896994321864
PUM_stocks.csv,CRM_stocks.csv,0.768838873376382
PUM_stocks.csv,BA_stocks.csv,0.3305922875350979
PUM_stocks.csv,KO_stocks.csv,-0.20030944986024582
PUM_stocks.csv,DIS_stocks.csv,0.8630770303391888
PUM_stocks.csv,UUPS_stocks.csv,0.37223454393301003
PUM_stocks.csv,V_stocks.csv,0.20354234500872762
SAP_stocks.csv,SIE_stocks.csv,0.42797900449153975
SAP_stocks.csv,S92_stocks.csv,0.14264088783227377
SAP_stocks.csv,VOW3_stocks.csv,0.18124253586871705
SAP_stocks.csv,AMD_stocks.csv,0.2801733243039647
SAP_stocks.csv,CAT_stocks.csv,0.14867376843141875
SAP_stocks.csv,DB_stocks.csv,0.2556168967092267
SAP_stocks.csv,INTC_stocks.csv,0.21712347848310035
SAP_stocks.csv,MA_stocks.csv,0.39093047806248277
SAP_stocks.csv,MBG_stocks.csv,0.5304298695743681
SAP_stocks.csv,NKE_stocks.csv,0.14082852651617592
SAP_stocks.csv,NVDA_stocks.csv,0.4366782802032056
SAP_stocks.csv,ORCL_stocks.csv,0.3859215391347357
SAP_stocks.csv,CRM_stocks.csv,0.4858716942905563
SAP_stocks.csv,BA_stocks.csv,0.4126951265563884
SAP_stocks.csv,KO_stocks.csv,-0.11664188960844198
SAP_stocks.csv,DIS_stocks.csv,0.05429263458635152
SAP_stocks.csv,UUPS_stocks.csv,-0.04385010543443116
SAP_stocks.csv,V_stocks.csv,0.4348709865031117
SIE_stocks.csv,S92_stocks.csv,0.6891568386867398
SIE_stocks.csv,VOW3_stocks.csv,0.5524309181799619
SIE_stocks.csv,AMD_stocks.csv,0.7003819296341097
SIE_stocks.csv,CAT_stocks.csv,0.8308944407918804
SIE_stocks.csv,DB_stocks.csv,0.7567488663068832
SIE_stocks.csv,INTC_stocks.csv,-0.2878732745020312
SIE_stocks.csv,MA_stocks.csv,0.843128597320394
SIE_stocks.csv,MBG_stocks.csv,0.2591039989581312
SIE_stocks.csv,NKE_stocks.csv,0.5402588657148392
SIE_stocks.csv,NVDA_stocks.csv,0.7353160312935798
SIE_stocks.csv,ORCL_stocks.csv,0.8324705967567934
SIE_stocks.csv,CRM_stocks.csv,0.41678909871268877
SIE_stocks.csv,BA_stocks.csv,0.28240231071461863
SIE_stocks.csv,KO_stocks.csv,0.5868206297222301
SIE_stocks.csv,DIS_stocks.csv,0.06631748628605168
SIE_stocks.csv,UUPS_stocks.csv,0.6925049511293528
SIE_stocks.csv,V_stocks.csv,0.8281980870646284
S92_stocks.csv,VOW3_stocks.csv,0.062315626545863104
S92_stocks.csv,AMD_stocks.csv,0.3328288635341731
S92_stocks.csv,CAT_stocks.csv,0.6858372875526405
S92_stocks.csv,DB_stocks.csv,0.25340548045422934
S92_stocks.csv,INTC_stocks.csv,-0.6282713585292486
S92_stocks.csv,MA_stocks.csv,0.6152609734602973
S92_stocks.csv,MBG_stocks.csv,-0.1425975657976619
S92_stocks.csv,NKE_stocks.csv,0.05904494580338463
S92_stocks.csv,NVDA_stocks.csv,0.5983901162642258
S92_stocks.csv,ORCL_stocks.csv,0.6812309494248213
S92_stocks.csv,CRM_stocks.csv,-0.01079382256743594
S92_stocks.csv,BA_stocks.csv,0.06607290356794546
S92_stocks.csv,KO_stocks.csv,0.5905580187438985
S92_stocks.csv,DIS_stocks.csv,-0.36804152870776946
S92_stocks.csv,UUPS_stocks.csv,0.3852524708529863
S92_stocks.csv,V_stocks.csv,0.5924226469276538
VOW3_stocks.csv,AMD_stocks.csv,0.33986972611616867
VOW3_stocks.csv,CAT_stocks.csv,0.37632540912731727
VOW3_stocks.csv,DB_stocks.csv,0.6921490860580068
VOW3_stocks.csv,INTC_stocks.csv,0.36178364112373
VOW3_stocks.csv,MA_stocks.csv,0.46957756432694553
VOW3_stocks.csv,MBG_stocks.csv,0.4089204709066541
VOW3_stocks.csv,NKE_stocks.csv,0.6804177458266926
VOW3_stocks.csv,NVDA_stocks.csv,0.10667593650611215
VOW3_stocks.csv,ORCL_stocks.csv,0.2699451566064345
VOW3_stocks.csv,CRM_stocks.csv,0.5153483914178637
VOW3_stocks.csv,BA_stocks.csv,0.5414557436316415
VOW3_stocks.csv,KO_stocks.csv,0.17058028925310179
VOW3_stocks.csv,DIS_stocks.csv,0.70069485028914
VOW3_stocks.csv,UUPS_stocks.csv,0.5177783359516103
VOW3_stocks.csv,V_stocks.csv,0.49731553359139336
AMD_stocks.csv,CAT_stocks.csv,0.5804367240030991
AMD_stocks.csv,DB_stocks.csv,0.6133089921700722
AMD_stocks.csv,INTC_stocks.csv,-0.16400165043630693
AMD_stocks.csv,MA_stocks.csv,0.6549123210077992
AMD_stocks.csv,MBG_stocks.csv,0.3755831124100945
AMD_stocks.csv,NKE_stocks.csv,0.649929008037281
AMD_stocks.csv,NVDA_stocks.csv,0.7555922772448816
AMD_stocks.csv,ORCL_stocks.csv,0.7108937291271478
AMD_stocks.csv,CRM_stocks.csv,0.648252341796973
AMD_stocks.csv,BA_stocks.csv,-0.06764514331489176
AMD_stocks.csv,KO_stocks.csv,0.45784793198923895
AMD_stocks.csv,DIS_stocks.csv,0.10825707438604915
AMD_stocks.csv,UUPS_stocks.csv,0.728939312460852
AMD_stocks.csv,V_stocks.csv,0.6206122954341842
CAT_stocks.csv,DB_stocks.csv,0.6733403637494598
CAT_stocks.csv,INTC_stocks.csv,-0.48711716664723753
CAT_stocks.csv,MA_stocks.csv,0.8661753608954371
CAT_stocks.csv,MBG_stocks.csv,-0.03329746774499491
CAT_stocks.csv,NKE_stocks.csv,0.32969773472196395
CAT_stocks.csv,NVDA_stocks.csv,0.7729478475068401
CAT_stocks.csv,ORCL_stocks.csv,0.8660635061799723
CAT_stocks.csv,CRM_stocks.csv,0.16405799953546826
CAT_stocks.csv,BA_stocks.csv,0.06872263583099225
CAT_stocks.csv,KO_stocks.csv,0.7223718786964513
CAT_stocks.csv,DIS_stocks.csv,-0.16037376254612262
CAT_stocks.csv,UUPS_stocks.csv,0.7001901198350536
CAT_stocks.csv,V_stocks.csv,0.8244276566308353
DB_stocks.csv,INTC_stocks.csv,0.028768611135334632
DB_stocks.csv,MA_stocks.csv,0.7374133852171372
DB_stocks.csv,MBG_stocks.csv,0.4241349031232889
DB_stocks.csv,NKE_stocks.csv,0.7276618636257927
DB_stocks.csv,NVDA_stocks.csv,0.45519475619576566
DB_stocks.csv,ORCL_stocks.csv,0.5500489302423743
DB_stocks.csv,CRM_stocks.csv,0.5247407833853318
DB_stocks.csv,BA_stocks.csv,0.26838743494511014
DB_stocks.csv,KO_stocks.csv,0.3782977230924476
DB_stocks.csv,DIS_stocks.csv,0.4121928827353273
DB_stocks.csv,UUPS_stocks.csv,0.7036887999962026
DB_stocks.csv,V_stocks.csv,0.7454367886214331
INTC_stocks.csv,MA_stocks.csv,-0.27435051861561055
INTC_stocks.csv,MBG_stocks.csv,0.5584229608501747
INTC_stocks.csv,NKE_stocks.csv,0.23076845770667015
INTC_stocks.csv,NVDA_stocks.csv,-0.4100576238238603
INTC_stocks.csv,ORCL_stocks.csv,-0.4781948820163944
INTC_stocks.csv,CRM_stocks.csv,0.4001061287507725
INTC_stocks.csv,BA_stocks.csv,0.41800066819921966
INTC_stocks.csv,KO_stocks.csv,-0.656991175928149
INTC_stocks.csv,DIS_stocks.csv,0.7307436944425176
INTC_stocks.csv,UUPS_stocks.csv,-0.36419040363034644
INTC_stocks.csv,V_stocks.csv,-0.23659748837363037
MA_stocks.csv,MBG_stocks.csv,0.12468903740025869
MA_stocks.csv,NKE_stocks.csv,0.44274071717136015
MA_stocks.csv,NVDA_stocks.csv,0.7622761637985376
MA_stocks.csv,ORCL_stocks.csv,0.8202351984926016
MA_stocks.csv,CRM_stocks.csv,0.37784867695115154
MA_stocks.csv,BA_stocks.csv,0.22547674754369998
MA_stocks.csv,KO_stocks.csv,0.6514298122554619
MA_stocks.csv,DIS_stocks.csv,-0.0024263496442282766
MA_stocks.csv,UUPS_stocks.csv,0.6780374993226657
MA_stocks.csv,V_stocks.csv,0.9602487476042837
MBG_stocks.csv,NKE_stocks.csv,0.6006336195988168
MBG_stocks.csv,NVDA_stocks.csv,0.1131443193118996
MBG_stocks.csv,ORCL_stocks.csv,0.08278604106438096
MBG_stocks.csv,CRM_stocks.csv,0.8265516997631492
MBG_stocks.csv,BA_stocks.csv,0.2591138277312876
MBG_stocks.csv,KO_stocks.csv,-0.48345517238657215
MBG_stocks.csv,DIS_stocks.csv,0.6525355994511352
MBG_stocks.csv,UUPS_stocks.csv,0.08620088992716878
MBG_stocks.csv,V_stocks.csv,0.18250300952284282
NKE_stocks.csv,NVDA_stocks.csv,0.18344525746312923
NKE_stocks.csv,ORCL_stocks.csv,0.28369035989026
NKE_stocks.csv,CRM_stocks.csv,0.7454046711872909
NKE_stocks.csv,BA_stocks.csv,0.20154227276774841
NKE_stocks.csv,KO_stocks.csv,0.16314825693824717
NKE_stocks.csv,DIS_stocks.csv,0.6869069192683639
NKE_stocks.csv,UUPS_stocks.csv,0.6883406144207729
NKE_stocks.csv,V_stocks.csv,0.46566181411136814
NVDA_stocks.csv,ORCL_stocks.csv,0.9397639689755536
NVDA_stocks.csv,CRM_stocks.csv,0.3230946020567439
NVDA_stocks.csv,BA_stocks.csv,-0.015213218769438173
NVDA_stocks.csv,KO_stocks.csv,0.5560296535812245
NVDA_stocks.csv,DIS_stocks.csv,-0.34553154318388424
NVDA_stocks.csv,UUPS_stocks.csv,0.4842866738987909
NVDA_stocks.csv,V_stocks.csv,0.7526907890673866
ORCL_stocks.csv,CRM_stocks.csv,0.2837792676638514
ORCL_stocks.csv,BA_stocks.csv,0.04652556689289229
ORCL_stocks.csv,KO_stocks.csv,0.6715287992363141
ORCL_stocks.csv,DIS_stocks.csv,-0.28005231191370045
ORCL_stocks.csv,UUPS_stocks.csv,0.6088067490291409
ORCL_stocks.csv,V_stocks.csv,0.8307466410270844
CRM_stocks.csv,BA_stocks.csv,0.21744299741762763
CRM_stocks.csv,KO_stocks.csv,-0.14391794210488146
CRM_stocks.csv,DIS_stocks.csv,0.6018781406119736
CRM_stocks.csv,UUPS_stocks.csv,0.4060457438572179
CRM_stocks.csv,V_stocks.csv,0.42264875932440044
BA_stocks.csv,KO_stocks.csv,-0.004935093778394494
BA_stocks.csv,DIS_stocks.csv,0.44932677058696896
BA_stocks.csv,UUPS_stocks.csv,-0.08142854639402686
BA_stocks.csv,V_stocks.csv,0.2492921412578643
KO_stocks.csv,DIS_stocks.csv,-0.37183439934472273
KO_stocks.csv,UUPS_stocks.csv,0.6665117102550749
KO_stocks.csv,V_stocks.csv,0.5967816944261455
DIS_stocks.csv,UUPS_stocks.csv,0.17021432124916344
DIS_stocks.csv,V_stocks.csv,0.04136202228861763
UUPS_stocks.csv,V_stocks.csv,0.6492553788817093
